cionn,39,
ge,39,
ìle,39,
cead,39,
ailean,39,
has,39,
there’s,39,
ainmean,39,
where,39,
saoilidh,38,
breatainn,38,
sibhse,38,
mìos,38,
bhean,38,
how,38,
farpais,38,
ud,38,
moladh,38,
great,38,
bhruidhinn,38,
tidsearan,38,
comasach,38,
sàbaid,38,
cumhachd,38,
ghobhainn,38,
fèill,38,
gnothach,38,
s,38,
croitearan,38,
ruaraidh,38,
gin,37,
choinnich,37,
cuspair,37,
tì,37,
spàin,37,
blàth,37,
teas,37,
smachd,37,
sàbhailte,37,
choimhead,37,
who,37,
farsaing,37,
mullach,37,
mhìos,37,
mothachail,37,
make,37,
doras,37,
brosnachadh,37,
romhainn,37,
bhun-sgoil,37,
geamaichean,37,
by,37,
into,37,
àireamhan,37,
inntinn,36,
thill,36,
siubhail,36,
cholaiste,36,
pàipear,36,
pìosan,36,
mionaidean,36,
troimhe,36,
first,36,
cuimhneachadh,36,
mathaid,36,
boireannaich,36,
teaghlaichean,36,
lean,36,
mìltean,36,
trèanadh,36,
plana,36,
companaidh,36,
soirbheachail,36,
sheo,36,
àrainneachd,36,
sheachdain,36,
turasachd,36,
beinn,35,
bàrd,35,
barraigh,35,
mara,35,
siùcar,35,
dh’aindeoin,35,
sear,35,
ime,35,
dèiligeadh,35,
rìoghail,35,
aithne,35,
broinn,35,
fhaigh,35,
seachdainean,35,
àraid,35,
yeah,35,
dealan,35,
fhosgladh,35,
làthair,35,
maclaomainn,35,
shuas,34,
tìde,34,
àird,34,
dh’aois,34,
nàdar,34,
comharra,34,
beul,34,
cudromaiche,34,
freagairt,34,
an-sàs,34,
lodair,34,
dhi,34,
over,34,
ur,34,
aonais,34,
tuiteam,34,
slàn,34,
ath-bhliadhna,34,
srath,34,
tarsainn,34,
co-labhairt,34,
bùth,33,
annam,33,
muir,33,
dhith,33,
fheum,33,
duaisean,33,
cuireadh,33,
fìrinn,33,
phuing,33,
i’m,33,
tharraing,33,
puing,33,
dealbhan,33,
me,33,
ostail,33,
clasaichean,33,
slàinte,33,
bhùth,33,
pàigheadh,33,
beachdan,33,
eh,33,
àbhaisteach,33,
sgitheanaich,33,
also,33,
ceudan,33,
shin,33,
feitheamh,32,
eilthirich,32,
dlùth,32,
dhuine,32,
fàgaidh,32,
rèidio,32,
taghadh,32,
eaglaise,32,
cogadh,32,
faodadh,32,
leas,32,
cheum,32,
dreuchd,32,
an-dè,32,
want,32,
don’t,32,
sgrùdadh,32,
gibb,32,
kerr,32,
a’d,31,
iar-thuath,31,
siorrachd,31,
come,31,
òige,31,
cridhe,31,
cùrsa,31,
work,31,
dùbhlan,31,
chruinnich,31,
filmichean,31,
shònraichte,31,
còcaireachd,30,
seachdain-sa,30,
tug,30,
cloinne,30,
faiceallach,30,
grèine,30,
saoil,30,
dèanadh,30,
ged-tà,30,
sine,30,
unnsa,30,
oh,30,
ged-thà,30,
rithe,30,
uain,30,
tur,30,
bit,30,
traidiseanta,30,
mhuir,30,
chùlaibh,30,
ruairidh,30,
dihaoine,30,
trom,30,
iomain,30,
quite,30,
these,30,
mhòran,30,
coinneamh,30,
air-loidhne,30,
ghaoth,30,
frasan,30,
iasg,29,
bheireadh,29,
talla,29,
dh’ionnsaich,29,
mòd,29,
ruighinn,29,
bèicearachd,29,
fhàs,29,
dath,29,
làmhan,29,
dìon,29,
glan,29,
bàrr,29,
ceangailte,29,
cunnart,29,
ùrnaigh,29,
ola,29,
sireadh,29,
ùire,29,
sean,29,
litrichean,29,
sòisealta,29,
rabhadh,29,
seumas,29,
cuspairean,29,
chluinntinn,29,
chloinne,29,
cois,29,
òl,29,
things,29,
treas,28,
way,28,
fhalbh,28,
chuireas,28,
deigheadh,28,
uisge-beatha,28,
guth,28,
thagh,28,
ceistean,28,
tràth,28,
iongnadh,28,
diofraichte,28,
grèim,28,
cùm,28,
cosg,28,
trioblaid,28,
ospadal,28,
adhartas,28,
co,28,
fhosgail,28,
measgachadh,28,
triùir,28,
year,28,
cùlaibh,28,
thaghadh,28,
bhàta,28,
beachdachadh,28,
sabhal,28,
muile,28,
rim,28,
meadhanan,28,
cuirm,28,
chànain,27,
iomall,27,
ciall,27,
ministear,27,
cleachdte,27,
taighe,27,
gearradh,27,
mairidh,27,
ok,27,
aontachadh,27,
dail,27,
dh’fheumadh,27,
gleann,27,
chois,27,
phrìomh,27,
bochd,27,
a-nall,27,
ùisdean,27,
mheud,27,
seasamh,27,
stoc,27,
feuchaidh,27,
ghabhadh,27,
ball-coise,27,
goirid,27,
fiadhaich,27,
many,27,
something,27,
ealain,27,
ghnìomhachas,27,
char,27,
naidheachdan,27,
cèic,27,
chogaidh,27,
mhuinntir,27,
caisteal,27,
còisir,27,
prìsean,27,
catriona,27,
bhiadh,26,
bhuntàta,26,
cheannaich,26,
astràilia,26,
flùir,26,
chuimhne,26,
through,26,
greiseag,26,
macillemhìcheil,26,
bheàrnaraigh,26,
urra,26,
faod,26,
dh’fheumas,26,
faighneachd,26,
theaghlach,26,
airm,26,
mhòir,26,
cliù,26,
dearbhadh,26,
mhotha,26,
ùisdein,26,
chaisteil,26,
day,26,
chruinneachadh,26,
ruadh,26,
chùm,26,
dealain,26,
phìob,26,
b’e,26,
ròidean,26,
mhullach,26,
important,26,
local,26,
bharraigh,25,
an-dèidh,25,
thigeadh,25,
ghearastan,25,
chluich,25,
phàrantan,25,
tigeadh,25,
rùm,25,
tòisich,25,
cumaidh,25,
tionndadh,25,
bheurla,25,
thuath,25,
uaireigin,25,
nàdair,25,
phort,25,
eachdraidheil,25,
saidheans,25,
fàileadh,25,
tubaist,25,
misneachd,25,
dhòmhnaill,25,
ghearradh,25,
back,25,
iomallach,25,
say,25,
feumar,25,
ceannach,25,
iasgach,25,
sràid,25,
taingeil,25,
